"STATISTIC","Statistic Label","TLIST(A1)","Year","C02196V04140","County and Region","UNIT","VALUE"
"CIA02C05","Primary Income","2014","2014","IE051","Mid-West","Euro Million","8995.8169907"
"CIA02C05","Primary Income","2014","2014","IE05116","Clare","Euro Million","2059.0265813"
"CIA02C05","Primary Income","2014","2014","IE05118","Limerick","Euro Million","4128.3554523"
"CIA02C05","Primary Income","2014","2014","IE05122","Tipperary","Euro Million","2808.4349571"
"CIA02C05","Primary Income","2014","2014","IE052","South-East","Euro Million","7342.820888"
"CIA02C05","Primary Income","2014","2014","IE05201","Carlow","Euro Million","947.98619867"
"CIA02C05","Primary Income","2014","2014","IE05207","Kilkenny","Euro Million","1812.0204289"
"CIA02C05","Primary Income","2014","2014","IE05214","Wexford","Euro Million","2454.8804158"
"CIA02C05","Primary Income","2014","2014","IE05225","Waterford","Euro Million","2127.9338447"
"CIA02C05","Primary Income","2014","2014","IE053","South-West","Euro Million","13248.606234"
"CIA02C05","Primary Income","2014","2014","IE05316","Cork","Euro Million","10835.529831"
"CIA02C05","Primary Income","2014","2014","IE05319","Kerry","Euro Million","2413.0764031"
"CIA02C05","Primary Income","2014","2014","IE06","Eastern and Midland","Euro Million","51549.512024"
"CIA02C05","Primary Income","2014","2014","IE061","Dublin","Euro Million","33483.090662"
"CIA02C05","Primary Income","2014","2014","IE062","Mid-East","Euro Million","13460.266936"
"CIA02C05","Primary Income","2014","2014","IE06206","Kildare","Euro Million","4633.4804026"
"CIA02C05","Primary Income","2014","2014","IE06210","Louth","Euro Million","2077.2933275"
"CIA02C05","Primary Income","2014","2014","IE06211","Meath","Euro Million","3916.6707026"
"CIA02C05","Primary Income","2014","2014","IE06215","Wicklow","Euro Million","2832.822503"
"CIA02C05","Primary Income","2014","2014","IE063","Midland","Euro Million","4606.1544259"
"CIA02C05","Primary Income","2014","2014","IE06308","Laois","Euro Million","1419.0764482"
"CIA02C05","Primary Income","2014","2014","IE06309","Longford","Euro Million","572.47038049"
"CIA02C05","Primary Income","2014","2014","IE06312","Offaly","Euro Million","1173.8565827"
"CIA02C05","Primary Income","2014","2014","IE06313","Westmeath","Euro Million","1440.7510146"
"CIA02C05","Primary Income","2015","2015","-","State","Euro Million","100271.38079"
"CIA02C05","Primary Income","2015","2015","IE04","Northern and Western","Euro Million","14180.476734"
"CIA02C05","Primary Income","2015","2015","IE041","Border","Euro Million","6213.2897559"
"CIA02C05","Primary Income","2015","2015","IE04128","Leitrim","Euro Million","542.27449549"
"CIA02C05","Primary Income","2015","2015","IE04131","Sligo","Euro Million","1185.8948648"
"CIA02C05","Primary Income","2015","2015","IE04132","Cavan","Euro Million","1306.9811015"
"CIA02C05","Primary Income","2015","2015","IE04133","Donegal","Euro Million","2143.5192396"
"CIA02C05","Primary Income","2015","2015","IE04134","Monaghan","Euro Million","1034.6200544"
"CIA02C05","Primary Income","2015","2015","IE042","West","Euro Million","7967.1869784"
"CIA02C05","Primary Income","2015","2015","IE04225","Galway","Euro Million","4832.2063106"
"CIA02C05","Primary Income","2015","2015","IE04229","Mayo","Euro Million","2093.1443375"
"CIA02C05","Primary Income","2015","2015","IE04230","Roscommon","Euro Million","1041.8363303"
"CIA02C05","Primary Income","2015","2015","IE05","Southern","Euro Million","31110.082074"
"CIA02C05","Primary Income","2015","2015","IE051","Mid-West","Euro Million","9395.538479"
"CIA02C05","Primary Income","2015","2015","IE05116","Clare","Euro Million","2174.4725188"
"CIA02C05","Primary Income","2015","2015","IE05118","Limerick","Euro Million","4282.2272329"
"CIA02C05","Primary Income","2015","2015","IE05122","Tipperary","Euro Million","2938.8387272"
"CIA02C05","Primary Income","2015","2015","IE052","South-East","Euro Million","7910.7829146"
"CIA02C05","Primary Income","2015","2015","IE05201","Carlow","Euro Million","1056.8177965"
"CIA02C05","Primary Income","2015","2015","IE05207","Kilkenny","Euro Million","1950.7197851"
"CIA02C05","Primary Income","2015","2015","IE05214","Wexford","Euro Million","2658.7910755"
"CIA02C05","Primary Income","2015","2015","IE05225","Waterford","Euro Million","2244.4542576"
"CIA02C05","Primary Income","2015","2015","IE053","South-West","Euro Million","13803.76068"
"CIA02C05","Primary Income","2015","2015","IE05316","Cork","Euro Million","11267.940116"
"CIA02C05","Primary Income","2015","2015","IE05319","Kerry","Euro Million","2535.8205648"
"CIA02C05","Primary Income","2015","2015","IE06","Eastern and Midland","Euro Million","54980.821986"
"CIA02C05","Primary Income","2015","2015","IE061","Dublin","Euro Million","35597.814557"
"CIA02C05","Primary Income","2015","2015","IE062","Mid-East","Euro Million","14558.475071"
"CIA02C05","Primary Income","2015","2015","IE06206","Kildare","Euro Million","5049.863722"
"CIA02C05","Primary Income","2015","2015","IE06210","Louth","Euro Million","2221.902384"
"CIA02C05","Primary Income","2015","2015","IE06211","Meath","Euro Million","4219.3760618"
"CIA02C05","Primary Income","2015","2015","IE06215","Wicklow","Euro Million","3067.3329036"
"CIA02C05","Primary Income","2015","2015","IE063","Midland","Euro Million","4824.5323576"
"CIA02C05","Primary Income","2015","2015","IE06308","Laois","Euro Million","1446.6451386"
"CIA02C05","Primary Income","2015","2015","IE06309","Longford","Euro Million","617.03046524"
"CIA02C05","Primary Income","2015","2015","IE06312","Offaly","Euro Million","1231.3978929"
"CIA02C05","Primary Income","2015","2015","IE06313","Westmeath","Euro Million","1529.4588609"
"CIA02C05","Primary Income","2016","2016","-","State","Euro Million","105539.93884"
"CIA02C05","Primary Income","2016","2016","IE04","Northern and Western","Euro Million","14906.137873"
"CIA02C05","Primary Income","2016","2016","IE041","Border","Euro Million","6344.055313"
"CIA02C05","Primary Income","2016","2016","IE04128","Leitrim","Euro Million","549.1656709"
"CIA02C05","Primary Income","2016","2016","IE04131","Sligo","Euro Million","1190.1928502"
"CIA02C05","Primary Income","2016","2016","IE04132","Cavan","Euro Million","1346.3986542"
"CIA02C05","Primary Income","2016","2016","IE04133","Donegal","Euro Million","2196.8400357"
"CIA02C05","Primary Income","2016","2016","IE04134","Monaghan","Euro Million","1061.458102"
"CIA02C05","Primary Income","2016","2016","IE042","West","Euro Million","8562.0825602"
"CIA02C05","Primary Income","2016","2016","IE04225","Galway","Euro Million","5225.4396708"
"CIA02C05","Primary Income","2016","2016","IE04229","Mayo","Euro Million","2220.8019468"
"CIA02C05","Primary Income","2016","2016","IE04230","Roscommon","Euro Million","1115.8409426"
"CIA02C05","Primary Income","2016","2016","IE05","Southern","Euro Million","32529.905863"
"CIA02C05","Primary Income","2016","2016","IE051","Mid-West","Euro Million","10063.077023"
"CIA02C05","Primary Income","2016","2016","IE05116","Clare","Euro Million","2341.9185921"
"CIA02C05","Primary Income","2016","2016","IE05118","Limerick","Euro Million","4794.8464248"
"CIA02C05","Primary Income","2016","2016","IE05122","Tipperary","Euro Million","2926.3120065"
"CIA02C05","Primary Income","2016","2016","IE052","South-East","Euro Million","7690.2796537"
"CIA02C05","Primary Income","2016","2016","IE05201","Carlow","Euro Million","1023.0193933"
"CIA02C05","Primary Income","2016","2016","IE05207","Kilkenny","Euro Million","1904.7400404"
"CIA02C05","Primary Income","2016","2016","IE05214","Wexford","Euro Million","2561.4991112"
"CIA02C05","Primary Income","2016","2016","IE05225","Waterford","Euro Million","2201.0211088"
"CIA02C05","Primary Income","2016","2016","IE053","South-West","Euro Million","14776.549186"
"CIA02C05","Primary Income","2016","2016","IE05316","Cork","Euro Million","12132.938821"
"CIA02C05","Primary Income","2016","2016","IE05319","Kerry","Euro Million","2643.6103645"
"CIA02C05","Primary Income","2016","2016","IE06","Eastern and Midland","Euro Million","58103.895102"
"CIA02C05","Primary Income","2016","2016","IE061","Dublin","Euro Million","37551.996415"
"CIA02C05","Primary Income","2016","2016","IE062","Mid-East","Euro Million","15534.801986"
"CIA02C05","Primary Income","2016","2016","IE06206","Kildare","Euro Million","5458.6137631"
"CIA02C05","Primary Income","2016","2016","IE06210","Louth","Euro Million","2361.7936991"
"CIA02C05","Primary Income","2016","2016","IE06211","Meath","Euro Million","4468.2190672"
"CIA02C05","Primary Income","2016","2016","IE06215","Wicklow","Euro Million","3246.175457"
"CIA02C05","Primary Income","2016","2016","IE063","Midland","Euro Million","5017.0967007"
"CIA02C05","Primary Income","2016","2016","IE06308","Laois","Euro Million","1524.4041111"
"CIA02C05","Primary Income","2016","2016","IE06309","Longford","Euro Million","629.54587564"
"CIA02C05","Primary Income","2016","2016","IE06312","Offaly","Euro Million","1275.5175807"
"CIA02C05","Primary Income","2016","2016","IE06313","Westmeath","Euro Million","1587.6291333"
"CIA02C05","Primary Income","2017","2017","-","State","Euro Million","113839.28381"
"CIA02C05","Primary Income","2017","2017","IE04","Northern and Western","Euro Million","16049.129641"
"CIA02C05","Primary Income","2017","2017","IE041","Border","Euro Million","6867.8426411"
"CIA02C05","Primary Income","2017","2017","IE04128","Leitrim","Euro Million","598.18127877"
"CIA02C05","Primary Income","2017","2017","IE04131","Sligo","Euro Million","1284.1559919"
"CIA02C05","Primary Income","2017","2017","IE04132","Cavan","Euro Million","1435.8911761"
"CIA02C05","Primary Income","2017","2017","IE04133","Donegal","Euro Million","2395.5629335"
"CIA02C05","Primary Income","2017","2017","IE04134","Monaghan","Euro Million","1154.0512608"
"CIA02C05","Primary Income","2017","2017","IE042","West","Euro Million","9181.2870001"
"CIA02C05","Primary Income","2017","2017","IE04225","Galway","Euro Million","5575.2699693"
"CIA02C05","Primary Income","2017","2017","IE04229","Mayo","Euro Million","2402.9056338"
"CIA02C05","Primary Income","2017","2017","IE04230","Roscommon","Euro Million","1203.1113969"
"CIA02C05","Primary Income","2017","2017","IE05","Southern","Euro Million","34912.792895"
"CIA02C05","Primary Income","2017","2017","IE051","Mid-West","Euro Million","10936.128966"
"CIA02C05","Primary Income","2017","2017","IE05116","Clare","Euro Million","2541.4430323"
"CIA02C05","Primary Income","2017","2017","IE05118","Limerick","Euro Million","5136.4949153"
"CIA02C05","Primary Income","2017","2017","IE05122","Tipperary","Euro Million","3258.1910181"
"CIA02C05","Primary Income","2017","2017","IE052","South-East","Euro Million","8061.196204"
"CIA02C05","Primary Income","2017","2017","IE05201","Carlow","Euro Million","1050.011249"
"CIA02C05","Primary Income","2017","2017","IE05207","Kilkenny","Euro Million","2009.382382"
"CIA02C05","Primary Income","2017","2017","IE05214","Wexford","Euro Million","2697.2824816"
"CIA02C05","Primary Income","2017","2017","IE05225","Waterford","Euro Million","2304.5200915"
"CIA02C05","Primary Income","2017","2017","IE053","South-West","Euro Million","15915.467725"
"CIA02C05","Primary Income","2017","2017","IE05316","Cork","Euro Million","13075.307166"
"CIA02C05","Primary Income","2017","2017","IE05319","Kerry","Euro Million","2840.1605592"
"CIA02C05","Primary Income","2017","2017","IE06","Eastern and Midland","Euro Million","62877.361273"
"CIA02C05","Primary Income","2017","2017","IE061","Dublin","Euro Million","40078.6307"
"CIA02C05","Primary Income","2017","2017","IE062","Mid-East","Euro Million","17617.450817"
"CIA02C05","Primary Income","2017","2017","IE06206","Kildare","Euro Million","6322.6337017"
"CIA02C05","Primary Income","2017","2017","IE06210","Louth","Euro Million","2616.5513232"
"CIA02C05","Primary Income","2017","2017","IE06211","Meath","Euro Million","5053.9696108"
"CIA02C05","Primary Income","2017","2017","IE06215","Wicklow","Euro Million","3624.2961811"
"CIA02C05","Primary Income","2017","2017","IE063","Midland","Euro Million","5181.2797556"
"CIA02C05","Primary Income","2017","2017","IE06308","Laois","Euro Million","1592.7082148"
"CIA02C05","Primary Income","2017","2017","IE06309","Longford","Euro Million","646.62094277"
"CIA02C05","Primary Income","2017","2017","IE06312","Offaly","Euro Million","1331.5139621"
"CIA02C05","Primary Income","2017","2017","IE06313","Westmeath","Euro Million","1610.4366359"
"CIA02C05","Primary Income","2018","2018","-","State","Euro Million","120544.30691"
"CIA02C05","Primary Income","2018","2018","IE04","Northern and Western","Euro Million","16994.163726"
"CIA02C05","Primary Income","2018","2018","IE041","Border","Euro Million","7231.0549986"
"CIA02C05","Primary Income","2018","2018","IE04128","Leitrim","Euro Million","634.3825545"
"CIA02C05","Primary Income","2018","2018","IE04131","Sligo","Euro Million","1351.9983397"
"CIA02C05","Primary Income","2018","2018","IE04132","Cavan","Euro Million","1489.5802063"
"CIA02C05","Primary Income","2018","2018","IE04133","Donegal","Euro Million","2562.990391"
"CIA02C05","Primary Income","2018","2018","IE04134","Monaghan","Euro Million","1192.1035071"
"CIA02C05","Primary Income","2018","2018","IE042","West","Euro Million","9763.1087275"
"CIA02C05","Primary Income","2018","2018","IE04225","Galway","Euro Million","5973.194979"
"CIA02C05","Primary Income","2018","2018","IE04229","Mayo","Euro Million","2529.9933327"
"CIA02C05","Primary Income","2018","2018","IE04230","Roscommon","Euro Million","1259.9204158"
"CIA02C05","Primary Income","2018","2018","IE05","Southern","Euro Million","37302.226623"
"CIA02C05","Primary Income","2018","2018","IE051","Mid-West","Euro Million","11445.273829"
"CIA02C05","Primary Income","2018","2018","IE05116","Clare","Euro Million","2669.7275153"
"CIA02C05","Primary Income","2018","2018","IE05118","Limerick","Euro Million","5386.4705759"
"CIA02C05","Primary Income","2018","2018","IE05122","Tipperary","Euro Million","3389.0757374"
"CIA02C05","Primary Income","2018","2018","IE052","South-East","Euro Million","8734.8568561"
"CIA02C05","Primary Income","2018","2018","IE05201","Carlow","Euro Million","1141.2602674"
"CIA02C05","Primary Income","2018","2018","IE05207","Kilkenny","Euro Million","2146.2393225"
"CIA02C05","Primary Income","2018","2018","IE05214","Wexford","Euro Million","2924.9661188"
"CIA02C05","Primary Income","2018","2018","IE05225","Waterford","Euro Million","2522.3911474"
"CIA02C05","Primary Income","2018","2018","IE053","South-West","Euro Million","17122.095939"
"CIA02C05","Primary Income","2018","2018","IE05316","Cork","Euro Million","14069.936139"
"CIA02C05","Primary Income","2018","2018","IE05319","Kerry","Euro Million","3052.1597994"
"CIA02C05","Primary Income","2018","2018","IE06","Eastern and Midland","Euro Million","66247.916556"
"CIA02C05","Primary Income","2018","2018","IE061","Dublin","Euro Million","42773.526811"
"CIA02C05","Primary Income","2018","2018","IE062","Mid-East","Euro Million","18366.732971"
"CIA02C05","Primary Income","2018","2018","IE06206","Kildare","Euro Million","6626.0741754"
"CIA02C05","Primary Income","2018","2018","IE06210","Louth","Euro Million","2746.6233394"
"CIA02C05","Primary Income","2018","2018","IE06211","Meath","Euro Million","5261.6967829"
"CIA02C05","Primary Income","2018","2018","IE06215","Wicklow","Euro Million","3732.338673"
"CIA02C05","Primary Income","2018","2018","IE063","Midland","Euro Million","5107.6567742"
"CIA02C05","Primary Income","2018","2018","IE06308","Laois","Euro Million","1572.3519442"
"CIA02C05","Primary Income","2018","2018","IE06309","Longford","Euro Million","631.02060443"
"CIA02C05","Primary Income","2018","2018","IE06312","Offaly","Euro Million","1302.1449696"
"CIA02C05","Primary Income","2018","2018","IE06313","Westmeath","Euro Million","1602.139256"
"CIA02C05","Primary Income","2019","2019","-","State","Euro Million","127720.59643"
"CIA02C05","Primary Income","2019","2019","IE04","Northern and Western","Euro Million","17607.668009"
"CIA02C05","Primary Income","2019","2019","IE041","Border","Euro Million","7567.5860673"
"CIA02C05","Primary Income","2019","2019","IE04128","Leitrim","Euro Million","639.26050037"
"CIA02C05","Primary Income","2019","2019","IE04131","Sligo","Euro Million","1411.2825868"
"CIA02C05","Primary Income","2019","2019","IE04132","Cavan","Euro Million","1584.8009612"
"CIA02C05","Primary Income","2019","2019","IE04133","Donegal","Euro Million","2668.7727536"
"CIA02C05","Primary Income","2019","2019","IE04134","Monaghan","Euro Million","1263.4692653"
"CIA02C05","Primary Income","2019","2019","IE042","West","Euro Million","10040.081941"
"CIA02C05","Primary Income","2019","2019","IE04225","Galway","Euro Million","6154.2017932"
"CIA02C05","Primary Income","2019","2019","IE04229","Mayo","Euro Million","2584.039963"
"CIA02C05","Primary Income","2019","2019","IE04230","Roscommon","Euro Million","1301.8401851"
"CIA02C05","Primary Income","2019","2019","IE05","Southern","Euro Million","39506.751804"
"CIA02C05","Primary Income","2019","2019","IE051","Mid-West","Euro Million","11870.086982"
"CIA02C05","Primary Income","2019","2019","IE05116","Clare","Euro Million","2790.2361552"
"CIA02C05","Primary Income","2019","2019","IE05118","Limerick","Euro Million","5641.1459636"
"CIA02C05","Primary Income","2019","2019","IE05122","Tipperary","Euro Million","3438.7048631"
"CIA02C05","Primary Income","2019","2019","IE052","South-East","Euro Million","9209.6934413"
"CIA02C05","Primary Income","2019","2019","IE05201","Carlow","Euro Million","1231.047568"
"CIA02C05","Primary Income","2019","2019","IE05207","Kilkenny","Euro Million","2271.9981818"
"CIA02C05","Primary Income","2019","2019","IE05214","Wexford","Euro Million","3075.2676188"
"CIA02C05","Primary Income","2019","2019","IE05225","Waterford","Euro Million","2631.3800726"
"CIA02C05","Primary Income","2019","2019","IE053","South-West","Euro Million","18426.971381"
"CIA02C05","Primary Income","2019","2019","IE05316","Cork","Euro Million","15205.919996"
"CIA02C05","Primary Income","2019","2019","IE05319","Kerry","Euro Million","3221.0513852"
"CIA02C05","Primary Income","2019","2019","IE06","Eastern and Midland","Euro Million","70606.176618"
"CIA02C05","Primary Income","2019","2019","IE061","Dublin","Euro Million","46490.819694"
"CIA02C05","Primary Income","2019","2019","IE062","Mid-East","Euro Million","18956.25441"
"CIA02C05","Primary Income","2019","2019","IE06206","Kildare","Euro Million","6674.6522169"
"CIA02C05","Primary Income","2019","2019","IE06210","Louth","Euro Million","2877.6314164"
"CIA02C05","Primary Income","2019","2019","IE06211","Meath","Euro Million","5504.1644387"
"CIA02C05","Primary Income","2019","2019","IE06215","Wicklow","Euro Million","3899.8063379"
"CIA02C05","Primary Income","2019","2019","IE063","Midland","Euro Million","5159.1025144"
"CIA02C05","Primary Income","2019","2019","IE06308","Laois","Euro Million","1562.6853673"
"CIA02C05","Primary Income","2019","2019","IE06309","Longford","Euro Million","635.02886534"
"CIA02C05","Primary Income","2019","2019","IE06312","Offaly","Euro Million","1332.1376314"
"CIA02C05","Primary Income","2019","2019","IE06313","Westmeath","Euro Million","1629.2506503"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","-","State","Euro Million","10644.551395"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE04","Northern and Western","Euro Million","2049.4864458"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE041","Border","Euro Million","977.64079267"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE04128","Leitrim","Euro Million","83.241775401"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE04131","Sligo","Euro Million","165.26884073"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE04132","Cavan","Euro Million","151.16956599"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE04133","Donegal","Euro Million","430.58072874"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE04134","Monaghan","Euro Million","147.37988181"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE042","West","Euro Million","1071.8456531"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE04225","Galway","Euro Million","569.35812656"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE04229","Mayo","Euro Million","356.08671987"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE04230","Roscommon","Euro Million","146.40080669"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE05","Southern","Euro Million","3687.2829393"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE051","Mid-West","Euro Million","1174.0702929"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE05116","Clare","Euro Million","255.01523142"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE05118","Limerick","Euro Million","519.3768459"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE05122","Tipperary","Euro Million","399.67821556"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE052","South-East","Euro Million","962.24231803"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE05201","Carlow","Euro Million","135.01666024"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE05207","Kilkenny","Euro Million","198.40758125"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE05214","Wexford","Euro Million","333.56309011"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE05225","Waterford","Euro Million","295.25498643"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE053","South-West","Euro Million","1550.9703284"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE05316","Cork","Euro Million","1196.370757"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE05319","Kerry","Euro Million","354.59957139"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE06","Eastern and Midland","Euro Million","4907.7820095"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE061","Dublin","Euro Million","3122.9415268"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE062","Mid-East","Euro Million","1188.2704117"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE06206","Kildare","Euro Million","339.21852375"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE06210","Louth","Euro Million","304.12444668"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE06211","Meath","Euro Million","266.96560315"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE06215","Wicklow","Euro Million","277.9618381"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE063","Midland","Euro Million","596.57007107"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE06308","Laois","Euro Million","140.60148598"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE06309","Longford","Euro Million","100.99821004"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE06312","Offaly","Euro Million","166.0934255"
"CIA02C06","Social Benefits and Other Current Transfers","2000","2000","IE06313","Westmeath","Euro Million","188.87694955"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","-","State","Euro Million","12545.690222"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE04","Northern and Western","Euro Million","2391.967738"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE041","Border","Euro Million","1137.3131373"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE04128","Leitrim","Euro Million","95.66556228"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE04131","Sligo","Euro Million","193.21493221"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE04132","Cavan","Euro Million","178.35351934"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE04133","Donegal","Euro Million","496.05053929"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE04134","Monaghan","Euro Million","174.02858419"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE042","West","Euro Million","1254.6546007"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE04225","Galway","Euro Million","669.50261265"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE04229","Mayo","Euro Million","413.34770014"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE04230","Roscommon","Euro Million","171.80428787"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE05","Southern","Euro Million","4368.1963469"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE051","Mid-West","Euro Million","1386.5234745"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE05116","Clare","Euro Million","304.33448658"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE05118","Limerick","Euro Million","605.23334546"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE05122","Tipperary","Euro Million","476.95564247"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE052","South-East","Euro Million","1142.3039287"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE05201","Carlow","Euro Million","157.226032"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE05207","Kilkenny","Euro Million","237.76317747"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE05214","Wexford","Euro Million","396.44728123"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE05225","Waterford","Euro Million","350.86743801"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE053","South-West","Euro Million","1839.3689437"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE05316","Cork","Euro Million","1423.8150486"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE05319","Kerry","Euro Million","415.55389504"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE06","Eastern and Midland","Euro Million","5785.5261375"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE061","Dublin","Euro Million","3651.5155299"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE062","Mid-East","Euro Million","1425.3911545"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE06206","Kildare","Euro Million","414.1065034"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE06210","Louth","Euro Million","358.23015212"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE06211","Meath","Euro Million","326.36419253"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE06215","Wicklow","Euro Million","326.69030644"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE063","Midland","Euro Million","708.61945311"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE06308","Laois","Euro Million","168.58006353"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE06309","Longford","Euro Million","117.55758958"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE06312","Offaly","Euro Million","197.60251576"
"CIA02C06","Social Benefits and Other Current Transfers","2001","2001","IE06313","Westmeath","Euro Million","224.87928425"
"CIA02C06","Social Benefits and Other Current Transfers","2002","2002","-","State","Euro Million","14557.812281"
"CIA02C06","Social Benefits and Other Current Transfers","2002","2002","IE04","Northern and Western","Euro Million","2754.2524451"
"CIA02C06","Social Benefits and Other Current Transfers","2002","2002","IE041","Border","Euro Million","1301.3753105"
"CIA02C06","Social Benefits and Other Current Transfers","2002","2002","IE04128","Leitrim","Euro Million","108.15837948"
"CIA02C06","Social Benefits and Other Current Transfers","2002","2002","IE04131","Sligo","Euro Million","219.74926162"
"CIA02C06","Social Benefits and Other Current Transfers","2002","2002","IE04132","Cavan","Euro Million","206.15310637"
"CIA02C06","Social Benefits and Other Current Transfers","2002","2002","IE04133","Donegal","Euro Million","570.10316355"
"CIA02C06","Social Benefits and Other Current Transfers","2002","2002","IE04134","Monaghan","Euro Million","197.2113995"
"CIA02C06","Social Benefits and Other Current Transfers","2002","2002","IE042","West","Euro Million","1452.8771346"
"CIA02C06","Social Benefits and Other Current Transfers","2002","2002","IE04225","Galway","Euro Million","780.73602253"
"CIA02C06","Social Benefits and Other Current Transfers","2002","2002","IE04229","Mayo","Euro Million","472.87501512"
"CIA02C06","Social Benefits and Other Current Transfers","2002","2002","IE04230","Roscommon","Euro Million","199.26609697"
"CIA02C06","Social Benefits and Other Current Transfers","2002","2002","IE05","Southern","Euro Million","5072.652719"
"CIA02C06","Social Benefits and Other Current Transfers","2002","2002","IE051","Mid-West","Euro Million","1606.4876295"
"CIA02C06","Social Benefits and Other Current Transfers","2002","2002","IE05116","Clare","Euro Million","356.90181216"
"CIA02C06","Social Benefits and Other Current Transfers","2002","2002","IE05118","Limerick","Euro Million","700.21219866"
"CIA02C06","Social Benefits and Other Current Transfers","2002","2002","IE05122","Tipperary","Euro Million","549.37361868"
"CIA02C06","Social Benefits and Other Current Transfers","2002","2002","IE052","South-East","Euro Million","1340.3720428"
"CIA02C06","Social Benefits and Other Current Transfers","2002","2002","IE05201","Carlow","Euro Million","183.59239004"
