"STATISTIC","Statistic Label","TLIST(A1)","Year","C02196V04140","County and Region","UNIT","VALUE"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2011","2011","IE06","Eastern and Midland","Euro Million","793.20815782"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2011","2011","IE061","Dublin","Euro Million","506.91870659"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2011","2011","IE062","Mid-East","Euro Million","212.53346639"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2011","2011","IE06206","Kildare","Euro Million","72.865400564"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2011","2011","IE06210","Louth","Euro Million","33.504244185"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2011","2011","IE06211","Meath","Euro Million","61.495438997"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2011","2011","IE06215","Wicklow","Euro Million","44.668382645"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2011","2011","IE063","Midland","Euro Million","73.755984838"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2011","2011","IE06308","Laois","Euro Million","22.68605301"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2011","2011","IE06309","Longford","Euro Million","9.2007199241"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2011","2011","IE06312","Offaly","Euro Million","18.669433074"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2011","2011","IE06313","Westmeath","Euro Million","23.199778829"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","-","State","Euro Million","4172.8616255"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE04","Northern and Western","Euro Million","616.39507891"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE041","Border","Euro Million","262.01188402"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE04128","Leitrim","Euro Million","23.891475572"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE04131","Sligo","Euro Million","51.998151925"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE04132","Cavan","Euro Million","53.6827931"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE04133","Donegal","Euro Million","92.275609649"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE04134","Monaghan","Euro Million","40.163853776"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE042","West","Euro Million","354.38319489"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE04225","Galway","Euro Million","211.92841678"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE04229","Mayo","Euro Million","95.201767924"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE04230","Roscommon","Euro Million","47.253010189"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE05","Southern","Euro Million","1290.3182715"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE051","Mid-West","Euro Million","400.9693788"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE05116","Clare","Euro Million","94.089110208"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE05118","Limerick","Euro Million","186.02642401"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE05122","Tipperary","Euro Million","120.85384457"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE052","South-East","Euro Million","304.65266815"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE05201","Carlow","Euro Million","39.878320497"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE05207","Kilkenny","Euro Million","74.543018352"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE05214","Wexford","Euro Million","101.63740326"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE05225","Waterford","Euro Million","88.593926038"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE053","South-West","Euro Million","584.69622456"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE05316","Cork","Euro Million","477.45537566"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE05319","Kerry","Euro Million","107.24084891"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE06","Eastern and Midland","Euro Million","2266.1482751"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE061","Dublin","Euro Million","1458.6469643"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE062","Mid-East","Euro Million","601.96487794"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE06206","Kildare","Euro Million","206.90922493"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE06210","Louth","Euro Million","92.92137426"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE06211","Meath","Euro Million","175.12890663"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE06215","Wicklow","Euro Million","127.00537212"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE063","Midland","Euro Million","205.53643283"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE06308","Laois","Euro Million","62.274318074"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE06309","Longford","Euro Million","26.133202181"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE06312","Offaly","Euro Million","51.967209177"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2012","2012","IE06313","Westmeath","Euro Million","65.161703399"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","-","State","Euro Million","3693.3008908"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE04","Northern and Western","Euro Million","529.07812127"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE041","Border","Euro Million","228.51683647"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE04128","Leitrim","Euro Million","20.637875632"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE04131","Sligo","Euro Million","45.178142948"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE04132","Cavan","Euro Million","47.509236678"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE04133","Donegal","Euro Million","79.364158027"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE04134","Monaghan","Euro Million","35.827423187"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE042","West","Euro Million","300.5612848"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE04225","Galway","Euro Million","179.89720518"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE04229","Mayo","Euro Million","80.788348986"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE04230","Roscommon","Euro Million","39.875730627"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE05","Southern","Euro Million","1153.6056604"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE051","Mid-West","Euro Million","355.64707086"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE05116","Clare","Euro Million","80.305554563"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE05118","Limerick","Euro Million","160.38644251"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE05122","Tipperary","Euro Million","114.95507379"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE052","South-East","Euro Million","276.71313254"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE05201","Carlow","Euro Million","35.797975726"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE05207","Kilkenny","Euro Million","70.240624548"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE05214","Wexford","Euro Million","91.779128697"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE05225","Waterford","Euro Million","78.895403569"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE053","South-West","Euro Million","521.245457"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE05316","Cork","Euro Million","429.68079431"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE05319","Kerry","Euro Million","91.564662698"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE06","Eastern and Midland","Euro Million","2010.6171091"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE061","Dublin","Euro Million","1304.9170483"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE062","Mid-East","Euro Million","522.58596729"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE06206","Kildare","Euro Million","179.83713296"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE06210","Louth","Euro Million","81.972603319"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE06211","Meath","Euro Million","151.08059586"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE06215","Wicklow","Euro Million","109.69563515"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE063","Midland","Euro Million","183.11409356"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE06308","Laois","Euro Million","57.018720965"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE06309","Longford","Euro Million","23.157425602"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE06312","Offaly","Euro Million","46.276156226"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2013","2013","IE06313","Westmeath","Euro Million","56.661790767"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","-","State","Euro Million","4229.4693996"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE04","Northern and Western","Euro Million","604.22790196"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE041","Border","Euro Million","260.50993559"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE04128","Leitrim","Euro Million","23.256469078"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE04131","Sligo","Euro Million","50.573973949"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE04132","Cavan","Euro Million","54.696437461"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE04133","Donegal","Euro Million","89.84888011"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE04134","Monaghan","Euro Million","42.134174991"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE042","West","Euro Million","343.71796637"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE04225","Galway","Euro Million","205.31810037"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE04229","Mayo","Euro Million","92.574077309"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE04230","Roscommon","Euro Million","45.825788698"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE05","Southern","Euro Million","1322.1262045"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE051","Mid-West","Euro Million","401.9884869"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE05116","Clare","Euro Million","92.008305025"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE05118","Limerick","Euro Million","184.46744444"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE05122","Tipperary","Euro Million","125.51273744"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE052","South-East","Euro Million","328.10659303"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE05201","Carlow","Euro Million","42.357718238"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE05207","Kilkenny","Euro Million","80.970943289"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE05214","Wexford","Euro Million","109.6968353"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE05225","Waterford","Euro Million","95.081096204"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE053","South-West","Euro Million","592.0311246"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE05316","Cork","Euro Million","484.18710384"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE05319","Kerry","Euro Million","107.84402075"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE06","Eastern and Midland","Euro Million","2303.1152931"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE061","Dublin","Euro Million","1495.905101"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE062","Mid-East","Euro Million","601.39903329"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE06206","Kildare","Euro Million","207.01493508"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE06210","Louth","Euro Million","92.809950213"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE06211","Meath","Euro Million","175.00528192"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE06215","Wicklow","Euro Million","126.56886607"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE063","Midland","Euro Million","205.81115881"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE06308","Laois","Euro Million","63.401304677"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE06309","Longford","Euro Million","25.581132329"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE06312","Offaly","Euro Million","52.450243391"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2014","2014","IE06313","Westmeath","Euro Million","64.378478411"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","-","State","Euro Million","4054.0894011"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE04","Northern and Western","Euro Million","573.47582857"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE041","Border","Euro Million","251.28845295"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE04128","Leitrim","Euro Million","21.935204069"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE04131","Sligo","Euro Million","47.954330877"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE04132","Cavan","Euro Million","52.867934673"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE04133","Donegal","Euro Million","86.676626248"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE04134","Monaghan","Euro Million","41.854357081"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE042","West","Euro Million","322.18737562"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE04225","Galway","Euro Million","195.38951186"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE04229","Mayo","Euro Million","84.658351877"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE04230","Roscommon","Euro Million","42.139511884"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE05","Southern","Euro Million","1258.0056944"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE051","Mid-West","Euro Million","379.93567715"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE05116","Clare","Euro Million","87.929380517"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE05118","Limerick","Euro Million","173.14244396"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE05122","Tipperary","Euro Million","118.86385267"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE052","South-East","Euro Million","319.88699953"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE05201","Carlow","Euro Million","42.730864994"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE05207","Kilkenny","Euro Million","78.885122242"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE05214","Wexford","Euro Million","107.51788158"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE05225","Waterford","Euro Million","90.753130708"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE053","South-West","Euro Million","558.18301769"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE05316","Cork","Euro Million","455.62233046"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE05319","Kerry","Euro Million","102.56068723"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE06","Eastern and Midland","Euro Million","2222.6078782"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE061","Dublin","Euro Million","1438.9623908"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE062","Mid-East","Euro Million","588.5717919"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE06206","Kildare","Euro Million","204.14508583"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE06210","Louth","Euro Million","89.822126453"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE06211","Meath","Euro Million","170.59988759"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE06215","Wicklow","Euro Million","124.00469202"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE063","Midland","Euro Million","195.07369548"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE06308","Laois","Euro Million","58.482483506"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE06309","Longford","Euro Million","24.952851936"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE06312","Offaly","Euro Million","49.790563106"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2015","2015","IE06313","Westmeath","Euro Million","61.847796936"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","-","State","Euro Million","3223.7316752"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE04","Northern and Western","Euro Million","455.40906504"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE041","Border","Euro Million","193.8375776"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE04128","Leitrim","Euro Million","16.782649256"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE04131","Sligo","Euro Million","36.360821445"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE04132","Cavan","Euro Million","41.14434883"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE04133","Donegal","Euro Million","67.114826822"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE04134","Monaghan","Euro Million","32.43493125"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE042","West","Euro Million","261.57148743"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE04225","Galway","Euro Million","159.62167272"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE04229","Mayo","Euro Million","67.855118023"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE04230","Roscommon","Euro Million","34.09469669"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE05","Southern","Euro Million","993.75064986"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE051","Mid-West","Euro Million","307.4092585"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE05116","Clare","Euro Million","71.543690305"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE05118","Limerick","Euro Million","146.46304436"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE05122","Tipperary","Euro Million","89.402523837"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE052","South-East","Euro Million","234.9296469"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE05201","Carlow","Euro Million","31.248881105"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE05207","Kilkenny","Euro Million","58.190002488"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE05214","Wexford","Euro Million","78.255134899"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE05225","Waterford","Euro Million","67.235628412"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE053","South-West","Euro Million","451.41174445"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE05316","Cork","Euro Million","370.63650925"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE05319","Kerry","Euro Million","80.775235198"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE06","Eastern and Midland","Euro Million","1774.5719603"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE061","Dublin","Euro Million","1146.8281077"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE062","Mid-East","Euro Million","474.48329201"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE06206","Kildare","Euro Million","166.71532144"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE06210","Louth","Euro Million","72.133767471"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE06211","Meath","Euro Million","136.48644899"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE06215","Wicklow","Euro Million","99.147754114"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE063","Midland","Euro Million","153.26056055"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE06308","Laois","Euro Million","46.55942761"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE06309","Longford","Euro Million","19.234467773"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE06312","Offaly","Euro Million","38.964672255"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2016","2016","IE06313","Westmeath","Euro Million","48.501992914"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2017","2017","-","State","Euro Million","4436.0621079"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2017","2017","IE04","Northern and Western","Euro Million","625.44258617"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2017","2017","IE041","Border","Euro Million","267.64935334"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2017","2017","IE04128","Leitrim","Euro Million","23.313128478"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2017","2017","IE04131","Sligo","Euro Million","50.04269726"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2017","2017","IE04132","Cavan","Euro Million","55.96276946"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2017","2017","IE04133","Donegal","Euro Million","93.353356368"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2017","2017","IE04134","Monaghan","Euro Million","44.977401772"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2017","2017","IE042","West","Euro Million","357.79323284"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2017","2017","IE04225","Galway","Euro Million","217.25995155"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2017","2017","IE04229","Mayo","Euro Million","93.645347003"
"CIA02C04","Net Interest and Dividends (payments by households of interest are deducted from interest received by households)","2017","2017","IE04230","Roscommon","Euro Million","46.887934283"
